'Name of school','URL','Street','Address','ZIP-Code','City','Region','Country','Country-Code','Latitude','Longitude'
'Scoala Primara Waldorf Turda',,'Str. Axente Sever 25','Turda,  401087',401078,'Turda','Cluj','Romania','RO','46.57484','23.78759'
'Scoala Waldorf Cluj-Napoca','www.waldorfcluj.ro','Str. Sergiu Celibidache 8-12','Cluj-Napoca,  400368',400368,'Cluj-Napoca','Cluj','Romania','RO','46.74974','23.57808'
'Seminarul Teologic Ortodox "Sf. Cuvios Dionisie Exiguul" Constanta',,'Str. Badea Cartan 8','Constanta,  900507',900507,'Constanta','Constanţa','Romania','RO','44.20311','28.61782'
'Dubrawuschka Kindergarten Nr. 108',,'Verhnaja Dubrawa Str. 32 A','Wladimir,  600037',600037,'Vladimir','Vladimir','Russia','RU','56.1047706604004','40.351490020752'
'Kindergarten Nr. 35',,'Michailowskogo Str. 22 DOU a35','Wladimir,  600014',600014,'Vladimir','Vladimir','Russia','RU','56.1414413452148','40.3550682067871'
'MOK Nr. 2 Abteilung Kindergarten',,'Krasnozvesdnaja 18 A','Woronesch,  394086',394086,'Voronezh','Voronezh','Russia','RU','51.6567802429199','39.1074981689453'
'Semenej Lad',,'ul. Konenkowa 3 K2','Moskau,  123181',127560,'Moscow','Central Federal District','Russia','RU','55.88803','37.60181'
'Waldorfgruppe "Das Nestlein" Kiga Nr.72',,'Schorsa Str. 15 a','Tomsk,  ',,'Tomsk','Tomsk','Russia','RU','56.4933280944824','84.9482421875'
'Waldorfgruppe "dukoschko" Zentrum "Volschebnyj reb',,'Dovzhenko 6','Moskau,  ',119590,'Moscow','Central Federal District','Russia','RU','55.72254','37.5122799'
'Waldorfgruppe "Sonne" in Kindergarten Nr. 356',,'Engelsastr. 59 a','Kasan,  ',420032,'Kazan','Volga Federal District','Russia','RU','55.81181','49.0797'
'Waldorfgruppe in Kindergarten "Schemtschuschi"',,'Rabotschi Pereulok 2','Smolensk,  214020',214020,'Smolensk','Smolensk','Russia','RU','54.7782592773438','32.081600189209'
'Waldorfgruppe in Kindergarten Nr. 1673',,'Kapitzij Str. 24 a','Moskau,  117647',117647,'Moscow','Moscow City','Russia','RU','55.6285781860352','37.5205192565918'
'Waldorfgruppe in Kindergarten Nr. 66 "Nadjeschda"',,'Karbischjewa Str. 18','Balaschicha,  143900',143900,'Balashikha','Moscow','Russia','RU','55.807258605957','37.9586296081543'
'Waldorfgruppen in Kindergarten Nr. 81',,'Vavilova Str. 6','Tomsk,  634055',634055,'Tomsk','Siberian Federal District','Russia','RU','56.46948','85.04414'
'Waldorfkinderg. "Lutschik"',,'Pjerwomaiskaja Str. 24 a','Uchta,  169400',,'Ukhta','Komi','Russia','RU','63.562068939209','53.6839294433594'
'Waldorfkindergarten',,'Golowanowa 43','Nischnej Nowgorod,  603137',,'Novgorod','Novgorod','Russia','RU','58.5233917236328','31.2700901031494'
'Waldorfkindergarten',,'Gorbatschewa Str. 48 a','Kirow,  610000',610000,'Kirov','Kirov','Russia','RU','58.5995407104492','49.6711006164551'
'Waldorfkindergarten',,'M.Maklaja 20 a','Moskau,  117463',117437,'Moscow','Central Federal District','Russia','RU','55.64351','37.51912'
'Waldorfkindergarten "Degunino" im Kindergarten Nr.',,'Dubninskaja Str. 14/5','Moskau,  ',127540,'Moscow','Central Federal District','Russia','RU','55.86691','37.56891'
'Waldorfkindergarten "Domovjonok"',,'Pawlowa Str. 19','Rjasan,  390000',390000,'Ryazan','Ryazan’','Russia','RU','54.6532707214355','39.7537384033203'
'Waldorfkindergarten "Istotschnik"',,'Ul. Torshkowskaja 2 k. 3','St. Petersburg,  197342',197342,'St Petersburg','St Petersburg City','Russia','RU','59.9872207641602','30.3119506835938'
'Waldorfkindergarten "Lutschik"',,'Furschtatskaja Str. 35 a','St. Petersburg,  ',,'St Petersburg','St Petersburg City','Russia','RU','59.9331817626953','30.3060398101807'
'Waldorfkindergarten "Rostotschek"',,'Pawlowa Str. 19','Rjasan,  390000',390000,'Ryazan','Ryazan’','Russia','RU','54.6532707214355','39.7537384033203'
'Waldorfkindergarten Irkutsk',,'Kommunarov 17-3','Irkutsk,  664000',664003,'Irkutsk','Siberian Federal District','Russia','RU','52.27659','104.29384'
'Waldorfkindergarten Jaroslawl',,'ul. Wolnaja 10','Jaroslawl,  150014',150014,'Yaroslavl','Yaroslavl’','Russia','RU','57.6241683959961','39.8617286682129'
'Waldorfkindergarten Kindergarten Nr.859',,'Stremjanej Perenlok 10','Moskau,  115054',115054,'Moscow','Moscow City','Russia','RU','55.7282409667969','37.634651184082'
'Waldorfkindergarten Nr. 165',,'Kollektivnaja-Str. 29 a','Kasan,  420132',420132,'Kazan','Tatarstan','Russia','RU','55.8418083190918','49.1429786682129'
'Waldorfkindergarten Samara MDOU Nr. 125',,'Sportivnaja Str. 23','Samara,  ',443030,'Samara','Volga Federal District','Russia','RU','53.19353','50.12618'
'Waldorfkindergarten Selenograd',,'Selenograd 445-57','Moskau-Selenograd,  124498',124498,'Moscow','Central Federal District','Russia','RU','55.96593','37.18656'
'Waldorfkindergarten Smolensk',,'Kirowstr. 15 a','Smolensk,  214020',214020,'Smolensk','Smolensk','Russia','RU','54.7782592773438','32.081600189209'
'Waldorfkindergarten ZPP Rostock',,'Marschal Schukow Str. 37/2','St. Petersburg,  ',,'St Petersburg','St Petersburg City','Russia','RU','59.9331817626953','30.3060398101807'
'Waldorfkindergarten"Gnomiki" Kiga Nr. 397',,'Gawrilowa Str. 54','Kasan,  420137',420137,'Kazan','Tatarstan','Russia','RU','55.8383712768555','49.1537818908691'
'Waldorfkindergarten"Sadko" Kiga Nr. 1277',,'Meschanskaja Str. 13','Moskau,  129090',129090,'Moscow','Moscow City','Russia','RU','55.7771987915039','37.6341018676758'
'Waldorfkindergarten"Swetlatschok" Nr. 132',,'Kompositerstr. 1/2','St. Petersburg,  ',,'St Petersburg','St Petersburg City','Russia','RU','59.9331817626953','30.3060398101807'
'Waldorfzentrum fuer Vorschulpaedagogik Moskau','www.waldorfcentr.ru','Komsomolskij pr-t 38/16','Moscow,  119146',119048,'Moscow','Central Federal District','Russia','RU','55.72283','37.5752'
'Zusammenschluss der Waldorfkindergarten Pädagogik',,'Pawlowa str.19','Rjasan,  390000',390000,'Ryazan','Ryazan’','Russia','RU','54.6532707214355','39.7537384033203'
'Ängsklockans Barnträdgard',,'Karlagatan 6','Borlänge,  78435','784 35','Borlänge','Dalarna County','Sweden','SE','60.48355','15.43772'
'Annagården',,'Kungsängsgatan 5, Box 408','Alingsås,  44128','441 58','Alingsås','Vastra Gotaland County','Sweden','SE','57.94308','12.52887'
'Äppelblomman',,'Box 744','Norköping,  60616',,'Norrköping','Ostergotland County','Sweden','SE','58.5846290588379','16.1938705444336'
'Äppellunden','www.appellunden.se','Stora Råby Byavägen 53','Lund,  22478','224 78','Lund','Skane County','Sweden','SE','55.68658','13.23841'
'Barnstugan Baskemölla',,'Ängshejden 10','Simrishamn,  27294','272 94','Simrishamn','Skane County','Sweden','SE','55.58655','14.30718'
'Barnträdgarden Sankt Örjangarden',,'Upplandsgatan 48','Stockholm,  11328','113 28','Stockholm','Stockholm County','Sweden','SE','59.34192','18.04944'
'Blåklockan','www.waldorfihelsingborg.se','Brevduvevägen 6','Helsingborg,  25361','253 61','Helsingborg','Skane County','Sweden','SE','56.01311','12.74431'
'Daggkåpans Barnstuga',,'Högadalsvägen 14','Karlshamn,  37441','374 41','Karlshamn','Blekinge County','Sweden','SE','56.18408','14.85484'
'Daghemmet Solgläntan',,'Uddeholmsgatan 5','Göteborg,  41675','416 75','Gothenburg','Vastra Gotaland County','Sweden','SE','57.724059','12.0357055'
'Ekan',,'Ståthållaregatan 50','Kalmar,  39244','392 44','Kalmar','Kalmar County','Sweden','SE','56.6598485','16.3251642'
'Fjällsippan',,'Fjällgatan 11-13','Gnesta,  64632','646 32','Gnesta','Sodermanland County','Sweden','SE','59.04494','17.32051'
'Förskolan Regnbågen',,'Arkövägen 2','Johanneshov,  12155','121 55','Johanneshov','Stockholm County','Sweden','SE','59.28701','18.11512'
'Fridhems Barnstuga',,'Rörum, Fridhemsvägen','Simrishamn,  27295','272 95','Simrishamn','Skane County','Sweden','SE','55.63165','14.2484'
'Fröet',,'Myrstigen 10','Järna,  15336','153 36','Järna','Stockholm County','Sweden','SE','59.09678','17.5560699'
'Galärparkens Förskola',,'Djurgardsvägen 44','Stockholm,  11521','115 21','Stockholm','Stockholm County','Sweden','SE','59.32727','18.09422'
'Johannes Waldorfförskolor 1','www.johanneswaldorfforskolor.se','Sockerbruksgränd 14','Stockholm,  11842','118 42','Stockholm','Stockholm County','Sweden','SE','59.30948','18.04775'
'Johannes Waldorfförskolor 2',,'Brännkyrkagatan 47','Stockholm,  11822','118 22','Stockholm','Stockholm County','Sweden','SE','59.31916','18.06031'
'Johannes Waldorfförskolor 3',,'Ludvigsbergsgatan 21','Stockholm,  11823','118 23','Stockholm','Stockholm County','Sweden','SE','59.31944','18.05427'
'Johannes Waldorfförskolor 4',,'Gamla Lundagatan 2','Stockholm,  11823','118 23','Stockholm','Stockholm County','Sweden','SE','59.3195','18.05514'
'Karlavagnens Barnträdgård',,'Visborgsgatan 61-63','Visby,  62158','621 58','Visby','Gotland County','Sweden','SE','57.62705','18.28212'
'Kottens Förskola',,'Fridhemsgatan 35','Kungälv,  44232','442 33','Kungälv','Vastra Gotaland County','Sweden','SE','57.87535','11.9939199'
'Kummelnäs Barnträdgårdar',,'Bågvägen 32','Saltsjö-Boo,  13237','132 37','Saltsjö-Boo','Stockholm County','Sweden','SE','59.35176','18.29982'
'Lekskolan Flätan',,'Tunavägen 2','Järna,  15332','153 30','Järna','Stockholm County','Sweden','SE','59.0919153','17.5668955'
'Lekskolan Maria Nyckelpiga',,'Mölnbovägen 21','Järna,  15332','153 32','Järna','Stockholm County','Sweden','SE','59.0845','17.56157'
'Lill Emilia',,'Holma 130','Höör,  24394','243 93','Höör','Skane County','Sweden','SE','55.9493783','13.551402'
'Lilla Bullerbyn',,'Charlottendals gård','Järna,  15395','153 95','Järna','Stockholm County','Sweden','SE','59.09007','17.53268'
'Lillspången Waldorfförskola',,'Brobyvägen 17 A','Söderköping,  61492','614 92','Söderköping','Ostergotland County','Sweden','SE','58.4773968','16.303492'
'Lillspången/ Stjärnspången',,'Brobyvägen 17A','Söderköping,  61432','614 34','Söderköping','Ostergotland County','Sweden','SE','58.47705','16.30693'
'Lindens Barnträdgard',,'Stentorpsvägen 2','Örebro,  70230','702 30','Orebro','Orebro County','Sweden','SE','59.24202','15.18043'
'Martingarden Solbacka',,'Nordmarksvägen 6 c','Farsta,  12372','123 72','Farsta','Stockholm County','Sweden','SE','59.23383','18.10871'
'Martingarden Solglimten',,'Högerudsbacken 51','Farsta,  12373','123 73','Farsta','Stockholm County','Sweden','SE','59.23139','18.10567'
'Martingarden Solrosen',,'Hauptvägen 78','Farsta,  12358','123 58','Farsta','Stockholm County','Sweden','SE','59.25666','18.0739899'
'Mikaela Waldorfbarnstuga',,'Eriksdalsgatan 21','Stockholm,  11859','118 59','Stockholm','Stockholm County','Sweden','SE','59.30652','18.0673299'
'Mikaels Barnträdgard',,'Tvetgatan 9','Kungälv,  44233','442 33','Kungälv','Vastra Gotaland County','Sweden','SE','57.87971','11.99188'
'Näbbe Barnstuga',,'Gyllebo 1377','Gärsnäs,  27297','272 97','Gärsnäs','Skane County','Sweden','SE','55.59222','14.21345'
'Riala Waldorfförskola',,'Riala Kyrkväg 6','Bergshamra,  76010',,'Bergshamra','Stockholm County','Sweden','SE','59.637580871582','18.6551609039307'
'Riddarsporrens Barnträdgård',,'Artillerigatan 21','Visby,  62138','621 38','Visby','Gotland County','Sweden','SE','57.63173','18.30292'
'Riksföreningen Waldorfförskolarnas Samråd, RWS',,'Box 55689','Stockholm,  10215',,'Stockholm','Stockholm County','Sweden','SE','59.3325691223145','18.0668296813965'
'Ringblomman',,'Balstavägen 2','Eskilstuna,  63362','633 62','Eskilstuna','Sodermanland County','Sweden','SE','59.37897','16.54164'
'Rönns Barnträdgard',,'Kockhed 830','Henan,  47392','473 92','Henån','Vastra Gotaland County','Sweden','SE','58.26939','11.75264'
'Rosen Tusenskönan',,'Hemmansvägen 11','Umea,  90362','903 62','Umea','Västerbotten','Sweden','SE','63.83604','20.17905'
'Rudolf Steiner lekskolan i Hardeberga',,'Hardeberga kyrkby','S. Sandby,  24791','247 91','Södra Sandby','Skane County','Sweden','SE','55.69732','13.2944099'
'Saga Förskolan',,'Skäve Gård','Järna,  15391','153 31','Järna','Stockholm County','Sweden','SE','59.07475','17.58727'
'Sånga Barnträdgård',,'Sanga Kyrka','Svartsjö,  17996','179 96','Svartsjö','Stockholm County','Sweden','SE','59.36865234375','17.6871223449707'
'Solbacken',,'V. Trädgardsgatan 2','Nyköping,  61132','611 32','Nykoping','Sodermanland County','Sweden','SE','58.7499','17.00941'
'Solbacken',,'Ringvägen 26','Märsta,  19531','195 31','Märsta','Stockholm County','Sweden','SE','59.62282','17.84964'
'Solbackens Barnstuga',,'Furugatan 1','Delsbo,  82060','820 60','Delsbo','Gavleborg County','Sweden','SE','61.7967074','16.5485036'
'Solbackens Waldorfförskola','www.waldorf.se/schools/solbacken-waldorfforskola','Hedeforsvägen 15','Stenkullen,  44361','443 61','Stenkullen','Vastra Gotaland County','Sweden','SE','57.78069','12.30036'
'Solblomman',,'Sleipnergatan 82','Märsta,  19554','195 54','Märsta','Stockholm County','Sweden','SE','59.61315','17.83545'
'Solgården',,'Marklandsbacken1-11, Box 167','Bromma,  16126','168 36','Bromma','Stockholm County','Sweden','SE','59.33476','17.9387599'
'Solgläntan',,'Uddeholmsgatan 5','Göteborg,  41675','416 75','Gothenburg','Vastra Gotaland County','Sweden','SE','57.724059','12.0357055'
'Solgläntan',,'Forsgränd 9','Nyköping,  61132','611 32','Nykoping','Sodermanland County','Sweden','SE','58.75679','17.00547'
'Solskatten',,'Öneslingan 4','Frösön,  83251','832 51','Frösön','Jamtland County','Sweden','SE','63.16881','14.59765'
'Solvändan Waldorfförskola',,'Ronnebyvägen 20','Johanneshov,  12152','121 52','Johanneshov','Stockholm County','Sweden','SE','59.2952','18.11825'
'Stiftelsen Gulddägget',,'Rävsta gård','Märsta,  19592','195 92','Märsta','Stockholm County','Sweden','SE','59.62714','17.78174'
'Stiftelsen Lilla Ellen Key',,'Gryningsvägen 17','Spanga,  16351','163 51','Spånga','Stockholm County','Sweden','SE','59.38172','17.89311'
'Stiftelsen Lillgården','www.lillgardensforskola.se','Broderivägen 13','Bromma,  16838','168 38','Bromma','Stockholm County','Sweden','SE','59.3391','17.92955'
'Stiftelsen Mikaeligarden',,'Hogenskildsgatan 13','Göteborg,  41657','416 57','Gothenburg','Vastra Gotaland County','Sweden','SE','57.71063','12.01521'
'Stiftelsen Nyponblomman','www.vaxjowaldorfforskola.se','Lugnetsväg 25','Växjö,  35263','352 63','Vaxjo','Kronoberg County','Sweden','SE','56.91867','14.80325'
'Stiftelsen Säby Waldorfförskola',,'Säby Gard','Järfälla,  17738',,'Säby gård','Stockholm County','Sweden','SE','59.4257316589355','17.8534908294678'
'Stiftelsen Snödroppen',,'Dormsjö 371','Garpenberg,  77698','776 98','Garpenberg','Dalarna County','Sweden','SE','60.36356','16.19988'
'Stiftelsen Solgläntan Waldorfförskolan',,'Ursviksvägen 37','Sundbyberg,  17276','172 76','Duvbo','Stockholm County','Sweden','SE','59.3704','17.96151'
'Stiftelsen Solstugan',,'Sodra Kafevagen 8','Ekerö,  17837','178 38','Träkvista','Stockholm County','Sweden','SE','59.2739','17.78976'
'Stiftelsen Västeras Steinerbarneträdgard',,'Trumslagargatan 1 A','Västeras,  72464','724 64','Vasteras','Vastmanland County','Sweden','SE','59.61651','16.5261299'
'Stjärnflocka',,'Vardinge Kyrkskola','Mölnbo,  15021',,'Mölnbo','Stockholm County','Sweden','SE','59.0481910705566','17.4201602935791'
'Sunnanäng',,'Dammgatan 6','Höör,  24332','243 32','Höör','Skane County','Sweden','SE','55.94073','13.53642'
'Sunnanvinden',,'Gistviksvägen 7','Åkersberga,  18463','184 63','Åkersberga','Stockholm County','Sweden','SE','59.47251','18.40157'
'Uppsala Waldorfförskola',,'Hagavägen 69','Uppsala,  75592','752 63','Uppsala','Uppsala County','Sweden','SE','59.83804','17.58112'
'Waldorfbarnträdgården Solvinden',,'Oscarshemsvägen 4','Lund,  22639','226 39','Lund','Skane County','Sweden','SE','55.72156','13.18163'
'Waldorfförskolan Amanda',,'Nybrovägen 30','Kalmar,  39470','394 70','Smedby','Kalmar County','Sweden','SE','56.67441','16.23583'
'Waldorfförskolan Lilla Freya',,'Hägernäsvägen 2-4','Täby,  18366','183 66','Hägernäs','Stockholm County','Sweden','SE','59.44786','18.1230699'
'Waldorfförskolan Lilla Linnea',,'Storgatan 52','Växjö,  ','352 36','Vaxjo','Kronoberg County','Sweden','SE','56.8789251','14.7915633'
'Waldorfförskolan Solrosen','lodey.bangaumea.se','Hemmansvägen 10 A','Umea,  90362','903 62','Umea','Västerbotten','Sweden','SE','63.83672','20.1778799'
'Waldorfförskolan Torngarden',,'Drachmansgatan','Bromma,  31684','168 49','Bromma','Stockholm County','Sweden','SE','59.34623','17.88904'
'Waldorfförskolan Tusenskönan',,'Kamrersvillan Ramlösa Brunn','Ramlösa,  25654','256 54','Ramlösa','Skane County','Sweden','SE','56.0240440368652','12.753023147583'
'Waldorflärarhögskolan (WLH)','www.wlh.se','Marklandsbacken 11','Bromma,  16836','168 36','Bromma','Stockholm County','Sweden','SE','59.33476','17.9387599'
'Waldorflekskolan Färgaren',,'Brabogatan 28','Norköping,  60216','602 16','Norrköping','Ostergotland County','Sweden','SE','58.59739','16.16487'
'Waldorflekskolan Lindblomman',,'Brigadgatan 30','Linköping,  58131','587 58','Linkoping','Ostergotland County','Sweden','SE','58.39516','15.61534'
'Waldorfska šola Ljubljana OE Gorenjska','www.waldorf-gorenjska.si','Glavna cesta 13','Naklo,  4202',4202,'Naklo','Kranj','Slovenia','SI','46.27314','14.31518'
'Waldorfska šola Primorska','www.waldorf-primorska.si','Bukovica 65','Volčja Draga, Bukovica 5293',5293,'Renče-Vogrsko','Nova Gorica','Slovenia','SI','45.8985399','13.66614'
'Waldorfski vrtec Čebelica','www.waldorf-gorenjska.si','Kranjska c. 4','Radovljica,  4240',4240,'Radovljica','Radovljica','Slovenia','SI','46.34227','14.17296'
'Waldorfski vrtec Celje','www.waldorfski-vrtec-celje.si','Breg 3','Celja,  3000',3000,'Celje','Celje','Slovenia','SI','46.2234','15.26591'
'Waldorfski vrtec Hiša sonca','www.hisica-sonca.si','Dergančeva ulica 15','Ljubljana,  1000',1000,'Ljubljana','Ljubljana','Slovenia','SI','46.04577','14.54543'
'Waldorfski vrtec Jutranja Zarja','www.lj.waldorf.si','Struževo 14j','Kranj,  4000',4000,'Kranj','Kranj','Slovenia','SI','46.2507','14.3378'
'Waldorfski vrtec Kresnica','www.waldorf-primorska.si','Bukovica 65','Volčja Draga, Bukovica 5293',5293,'Renče-Vogrsko','Nova Gorica','Slovenia','SI','45.8985399','13.66614'
'Waldorfski Vrtec Maribor - Mavrična dežela','www.waldorf-maribor.com','Wilsonova 18','Maribor,  2000',2000,'Maribor','Maribor','Slovenia','SI','46.56167','15.66366'
'Waldorfski Vrtec Mavrica','www.waldorfski-vrtec.si','Prušnikova ulica 60','Ljubljana - Šentvid,  1000',1210,'Ljubljana','Ljubljana','Slovenia','SI','46.09548','14.46876'
'Waldorfski vrtec Pomurje','www.waldorfpomurje.si','Zadružna ulica 5, Černevalci','Murska Sobota,  9000',9000,'Murska Sobota','Murska Sobota','Slovenia','SI','46.6683499','16.1374299'
'Waldorfski vrtec Savinja','www.waldorf-celje.si/vrtec.php','Ulica Ivanke Uranjek 6','Žalec,  3310',3310,'Zalec','Žalec','Slovenia','SI','46.25014','15.16727'
'Waldorfski vrtec Slavček',,'Matenja vas 24','Prestranek, Postojna 6258',6258,'Postojna','Postojna','Slovenia','SI','45.7397599','14.19064'
'Waldorfski vrtec Sončnica','www.waldorf-gorenjska.si','U. Viktorja Kejžarja 35','Jesenice,  4270',4270,'Jesenice','Jesenice','Slovenia','SI','46.43178','14.06815'
'Waldorfski vrtec Studenček','www.waldorfska-pedagogika.si','Valvasorjeva  ulica 94','Maribor,  2000',2000,'Maribor','Maribor','Slovenia','SI','46.5564899','15.62954'
'Waldorfski vrtec Waldorfske šole Ljubljana','www.lj.waldorf.si','Streliška12','Ljubljana,  1000',1000,'Ljubljana','Ljubljana','Slovenia','SI','46.0487899',14512
'Waldorfski vrtec Zlata Ptica','www.waldorf-ajd-go.blogspot.com/','Ustje 70','Ajdovščina,  5270',5270,'Ajdovscina','Ajdovščina','Slovenia','SI','45.8701099','13.89258'
'Waldorfski zasebni vrtec Lira',,'Stožice 20','Ljubljana,  1000',1000,'Ljubljana','Ljubljana','Slovenia','SI','46.08495','14.52273'
'Waldorski vrtec Hiša sonca','www.hisica-sonca.si','Dergančeva ulica 15','Ljublijana,  1000',1000,'Ljubljana','Ljubljana','Slovenia','SI','46.04577','14.54543'
'Zasebni vrtec Vilinski gaj','www.vilinskigaj.si','Peršonova ulica 1','Ptuj,  2250',2250,'Ptuj','Ptuj','Slovenia','SI','46.42664','15.87036'
'Zasebni vrtec Wilinski gaj','www.vilinskigaj.si','Peršonova ulica 1','Ptuj,  2250',2250,'Ptuj','Ptuj','Slovenia','SI','46.42664','15.87036'
'Zavod za razvoj waldorfskih šol in vrtcev Slovenij Zveza, Ass.for the Development of Waldorf Schools and Kindergartens of Slovenia','www.waldorf.si','Streliška 12','Ljublana,  1000',1000,'Ljubljana','Ljubljana','Slovenia','SI','46.0581283569336','14.6672582626343'
'Zavod za razvoj waldorfskih šol in vrtcev Slovenij Zveza,National Ass.for the Development of Waldorf Schools and Kindergartens of Slovenia','www.waldorf.si','Streliška 12','Ljubljana,  1000',1000,'Ljubljana','Ljubljana','Slovenia','SI','46.0487899',14512
'Detský klub Jazierko - waldorfská škôlka','www.facebook.com/jazierko/','Oravská 22','Senec,  90301','903 01','Senec','Bratislava','Slovakia','SK','48.21472','17.39571'
'Detský klub Studnika - Waldorfska skolka',,'MS Zuskin Park 2','Kosice,  4011','040 11','Kosice','Kosice','Slovakia','SK','48.71955','21.23517'
'Hviezdicky - Waldorfska skolka',,'Beckovska 15','Bratislava,  82104','821 04','Bratislava','Bratislava','Slovakia','SK','48.16739','17.17011'
'KD Hajanka','www.hajanka.sk','Kutlikova 13/D','Bratislava,  85102','851 02','Bratislava','Bratislava','Slovakia','SK','48.11305','17.12076'
'Vzdelavanie pre buducnost, o.z.','www.vzdelavanie.iwaldorf.sk','Chemická 15','Bratislava,  83104','831 04','Bratislava','Bratislava','Slovakia','SK','48.17416','17.1584499'
'Baan Rak Kindergarten',,'29, Soi Sanechan Sukumvit 40','Bangkok, Prakanong,  10110',10110,'Bangkok','Bangkok City','Thailand','TH','13.71148','100.59519'
'Panyotai Steiner Waldorf School','www.panyotai.com','199 Sukhapiban 5 Road Soi 32','Bangkok,  10220',10220,'Bangkok','Bangkok City','Thailand','TH','13.90317','100.66726'
'Istanbul Nisan Imece Kindergarten','www.facebook.com/NisanImeceKindergarten','Bamyaci Sok. No. 26','Istanbul,  34674',34674,'Istanbul','Istanbul','Turkey','TR','41.03497','29.02911'
'Chaocuo Waldorf Education Experimental Elementary School Preschool','www.chaur-tsuowaldorf.blogspot.tw/','No.96','Baozhong Township, Yunlin County 634',,'Baozhong',,'Taiwan','TW','23.6949100494385','120.307792663574'
'Chiameidi Waldorf Kindergarten','www.beautiful-waldorf.blogspot.tw/','No.299, Dadun 4th St.','Taichung City,  408',408,'Taichung City','Taichung City','Taiwan','TW','24.14075','120.6475'
'Ci Ying Kindergarten','www.blog.yam.com/dreamfarm','No.37, Ln. 22, Yongfu Rd.','Taichung City,  40765',407,'Taichung City','Taichung City','Taiwan','TW','24.18148','120.62093'
'Ci-Xin Waldorf Kindergarten','www.cixinwaldorfkindergarten.blogspot.tw/','No.1, Ln. 273, Sec.2, Yongxing Rd.,','Dongshan Township, Yilan County 26942',269,'Dongshan Township','Yilan County','Taiwan','TW','24.65811','121.75645'
'Fromlove Waldorf Kindergarten','www.fromlove.com.tw/','No.346,Secion 2, Wenxin South 5th Rd,','Taichung City,  408',408,'Taichung City','Taichung City','Taiwan','TW','24.13997','120.6307'
'Hai Siann Waldorf Kindergarten','hswaldorf.tw/','No.10, Lane 127, Wenya St','Taichung City,  435',435,'Taichung City','Taichung City','Taiwan','TW','24.24306','120.54755'
'Hung Kuang Kindergarten','www.facebook.com/pages/%E5%AE%8F%E5%85%89%E5%B9%BC%E7%A8%9A%E5%9C%92/166734853454658','No.110, Minyi Rd.','Kaohsiung City,  812',812,'Kaohsiung City','Kaohsiung City','Taiwan','TW','22.56845','120.34822'
'Pu Shih Waldorf Preschool','www.smz-waldorf.tw/html/news.php','No. 36, Jingcheng 6th St.,','Taichung City,  403',403,'Taichung City','Taichung City','Taiwan','TW','24.15461','120.65757'
'Shan Mei Zhen Preschool','www.smz-waldorf.tw/html/news.php','No.1966, Sec.4, Taiwan Blvd.','Taichung City,  407',407,'Taichung City','Taichung City','Taiwan','TW','24.18231','120.59865'
'Shan Mei Zhen Waldorf Kindergarten Preschool','www.smz-waldorf.tw/html/news.php','No. 313, Zhongxing Rd,','Taichung City,  435',435,'Taichung City','Taichung City','Taiwan','TW','24.25759','120.53454'
'Skybird Kindergarten','www.facebook.com/pg/skybird.school/about/?ref=page_internal','No. 3, Lane 69, Dunfeng Rd.','Hsinchu City,  300',300,'Hsinchu City','Hsinchu City','Taiwan','TW','24.77193','120.93994'
'Taichung Waldorf Kindergarten','www.aichungwaldorf. blogspot.tw/','No.81, Songzhu 5th Rd.','Taichung City,  40644',406,'Taichung City','Taichung City','Taiwan','TW','24.17604','120.71234'
'Taipei Guang-Mu Waldorf Kindergarten','www.waldorftaipei.org/','No. 11, Alley 2, Lane 241, Yanji St.','Taipei City,  106',106,'Taipei City','Taipei City','Taiwan','TW','25.03563','121.55604'
'Taipei Rainbow House','www.blog.roodo.com/taipeirainbowhouse','No. 130, Section 4, Xinhai Rd.,','Taipei City,  116',116,'Taipei City','Taipei City','Taiwan','TW','25.00578','121.55766'
'Taiwan Association of Steiner-Waldorf Kindergartens',,'No. 81, Sec. 2, Songshu 5th Road','Taichung City,  40644',406,'Taichung City','Taichung City','Taiwan','TW','24.17604','120.71234'
'The Affiliate Pieschool of Chung Shan Industrrial &Commercial High School','www.csickid.topschool.com.tw/','No. 79, Zhengqi Road','Kaohsiung City,  831',820,'Kaohsiung City','Kaohsiung City','Taiwan','TW','22.8083199','120.2821'
'Wandervogel Forest Prechool','www.wandervogelpreschool.weebly.com/','No. 93-5, Chuangxin Rd.','Kaohsiung City,  811',825,'Kaohsiung City','Kaohsiung City','Taiwan','TW','22.7411299','120.32348'
'Wei-Ma Art & Playschool','www.sites.google.com/site/weima3501/','No. 20, Xueshi Road,','New Taipei City,  238',238,'New Taipei City','New Taipei City','Taiwan','TW','24.94748','121.38262'
'Wild bird kindergarten','www.facebook.com/pages/%E9%87%8E%E9%B3%A5%E6%89%98%E5%85%92%E6%89%80/127296927355597','No. 117, Rongxin Street','Kaohsiung City,  811',811,'Kaohsiung City','Kaohsiung City','Taiwan','TW','22.7133','120.29861'
'Yi Mu Tian Farm Kindergarten','www.babydreamfarm.pixnet.net/blog','No. 806, Sec. 2, Jungong Rd.n','Taichung City,  40644',406,'Taichung City','Taichung City','Taiwan','TW','24.1902','120.71832'
'YIDIMA Preschool','www.waldorf.myweb.hinet.net/','No. 17, Lane 13, Section 2, Jinshan South Road,','Taipei City,  106',106,'Taipei City','Taipei City','Taiwan','TW','25.03339','121.52832'
